host_id,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
20828188,1,10,1.30777,103.85527,2,94,2,60,20190813,2.98,13,128
20828188,1,10,1.30869,103.85607,2,131,2,31,20190722,1.46,13,147
20828188,1,10,1.30818,103.85541,2,131,2,30,20190805,1.42,13,148
8303031,1,28,1.2995,103.84567,2,150,1,0,-1,-1.0,1,0
47268760,1,25,1.30536,103.8334,3,350,1,18,20190611,0.85,7,173
41596775,5,29,1.44687,103.81787,2,31,3,1,20171119,0.05,1,0
151196270,1,11,1.30253,103.78454,3,250,89,0,-1,-1.0,45,358
108911835,1,21,1.32298,103.85452,3,240,90,0,-1,-1.0,7,90
27924140,1,20,1.3207,103.86914,2,60,1,0,-1,-1.0,1,0
332972,1,2,1.31347,103.80033,2,175,1,2,20180213,0.09,1,0
155244964,1,22,1.28611,103.84791,2,131,1,33,20190415,1.6,8,321
156893835,3,4,1.31182,103.94087,3,681,1,1,20171104,0.05,1,0
20828188,1,10,1.30757,103.85566,2,94,2,50,20190808,2.48,13,150
29420853,1,20,1.32026,103.86334,3,131,20,1,20180403,0.06,141,365
8492007,1,20,1.31103,103.85848,3,128,3,5,20181110,0.25,203,307
66406177,1,22,1.27357,103.84428,3,146,30,10,20190605,0.47,274,335
153080781,1,11,1.29201,103.76832,1,25,1,36,20190728,1.79,8,228
155340430,1,18,1.29248,103.83112,3,250,7,14,20180917,0.65,1,0
138220557,1,16,1.28579,103.84235,2,50,1,63,20190824,2.93,1,41
12945350,1,20,1.32557,103.86148,2,99,3,16,20190622,0.81,1,0
155745049,1,13,1.30198,103.91198,3,194,1,17,20181231,0.8,6,0
29420853,1,21,1.32675,103.84861,3,131,15,1,20180217,0.05,141,365
155745049,1,13,1.30059,103.90662,3,256,1,6,20180909,0.29,6,0
28009899,1,11,1.2886,103.77871,2,37,3,0,-1,-1.0,1,0
21149720,1,20,1.31111,103.859,3,222,1,0,-1,-1.0,16,351
157729087,2,30,1.3742,103.74632,2,47,2,0,-1,-1.0,1,0
157739594,4,32,1.39076,103.88943,2,35,180,0,-1,-1.0,1,365
135298846,1,25,1.30392,103.83412,3,525,6,18,20190806,0.93,22,337
152267975,2,34,1.33538,103.74217,3,140,7,2,20190127,0.25,11,60
47268760,1,25,1.30345,103.83308,3,731,1,15,20190730,0.86,7,167
33925188,3,3,1.34201,103.95231,2,40,2,10,20171231,0.47,1,0
110435163,4,19,1.36097,103.89015,2,150,1,0,-1,-1.0,1,0
8948251,1,20,1.3082,103.86151,2,40,18,1,20180303,0.06,83,359
47268760,1,25,1.30364,103.83445,2,100,1,11,20190812,0.83,7,174
50262492,1,35,1.35399,103.83473,2,49,90,0,-1,-1.0,2,180
158128116,1,7,1.31413,103.89098,1,50,1,0,-1,-1.0,1,365
32798595,1,22,1.27822,103.84944,2,81,180,0,-1,-1.0,41,365
158142035,1,35,1.35436,103.84102,3,90,2,0,-1,-1.0,1,0
97878860,1,7,1.31573,103.88122,2,33,18,2,20190819,1.0,59,359
47268760,1,25,1.30539,103.8336,2,100,1,9,20190115,0.42,7,173
47268760,1,6,1.30498,103.8346,2,150,1,6,20190729,0.39,7,180
36141263,1,20,1.29738,103.88278,2,89,90,0,-1,-1.0,4,179
147731699,1,8,1.29838,103.83584,2,69,1,11,20180209,0.51,1,0
11390076,1,25,1.30173,103.84024,2,85,4,3,20190712,0.3,18,334
47268760,1,25,1.30547,103.83314,2,150,1,10,20190812,0.54,7,178
47268760,1,25,1.30352,103.83322,2,150,1,4,20190709,0.21,7,180
82436525,1,22,1.27546,103.8444,2,110,5,1,20171215,0.05,1,0
20828188,1,10,1.30775,103.85665,2,490,1,0,-1,-1.0,13,178
39811468,5,29,1.45007,103.82388,3,149,3,1,20171226,0.05,1,0
158520306,1,13,1.29893,103.88729,2,81,1,6,20190320,0.3,1,0
154015448,1,7,1.31374,103.89268,3,119,1,84,20190813,3.88,4,255
66406177,1,11,1.3053,103.78319,3,158,30,8,20190804,0.39,274,234
66406177,1,22,1.27519,103.84396,3,290,30,4,20190115,0.21,274,320
23722617,1,7,1.31468,103.88779,3,83,5,24,20190810,1.19,84,63
8527085,1,11,1.30659,103.78955,3,269,2,49,20190730,2.32,38,272
78238544,5,36,1.40564,103.82217,2,386,1,1,20171120,0.05,3,179
101145755,1,11,1.2921,103.80826,3,219,3,2,20190717,0.25,11,364
101145755,1,21,1.31473,103.8407,3,219,3,0,-1,-1.0,11,365
101145755,1,21,1.31574,103.84074,3,219,3,0,-1,-1.0,11,365
97878860,1,7,1.3164,103.88295,2,33,18,0,-1,-1.0,59,359
28722215,1,22,1.27485,103.8436,3,149,2,0,-1,-1.0,1,0
2413412,1,7,1.31604,103.88099,2,33,18,1,20180524,0.06,112,359
130695480,1,10,1.31092,103.85328,3,150,2,16,20190708,0.83,1,4
44978352,1,20,1.29839,103.8846,3,144,7,27,20190801,1.26,7,56
23722617,1,7,1.31321,103.8881,3,85,10,5,20190714,0.27,84,63
158925751,1,20,1.29727,103.88401,3,178,3,69,20190817,3.28,1,121
156409670,1,22,1.27515,103.84437,2,228,30,0,-1,-1.0,78,364
100368677,4,19,1.36365,103.88195,2,62,3,22,20190731,1.03,5,64
158931407,1,15,1.33782,103.86894,3,181,1,2,20171227,0.1,1,0
80570036,1,21,1.31529,103.84125,3,239,1,88,20190713,4.17,22,137
44978352,1,20,1.30056,103.88414,3,154,7,23,20190821,1.08,7,83
75539321,1,16,1.28329,103.84357,2,94,1,50,20190825,2.44,5,306
155244964,1,24,1.28738,103.84803,2,235,1,0,-1,-1.0,8,111
159079845,2,9,1.35151,103.70257,2,40,3,1,20171119,0.05,2,0
159091598,1,28,1.29836,103.84531,2,110,6,0,-1,-1.0,1,0
15870988,1,18,1.29355,103.8254,3,200,4,6,20190619,0.28,1,0
66406177,1,13,1.30748,103.89764,3,99,14,0,-1,-1.0,274,0
51291202,3,3,1.33894,103.95879,2,40,1,3,20171209,0.14,1,0
10089151,1,8,1.29755,103.83498,3,200,5,2,20171214,0.1,1,0
159166600,2,40,1.38781,103.741,2,40,5,22,20190429,1.06,1,126
44978352,1,20,1.30025,103.88408,3,164,7,4,20190102,0.2,7,0
44978352,1,20,1.30057,103.88437,3,146,7,20,20190813,0.95,7,120
159031223,1,20,1.29914,103.88502,3,149,7,24,20190723,1.18,15,169
159031223,1,13,1.29995,103.88551,3,142,7,39,20190811,1.89,15,63
159031223,1,20,1.29927,103.88453,3,143,7,33,20190728,1.62,15,73
159031223,1,20,1.30016,103.88447,3,144,7,22,20190805,1.07,15,158
159031223,1,20,1.29991,103.88494,3,151,7,19,20190712,0.93,15,152
159031223,1,20,1.29924,103.88448,3,151,7,19,20190721,0.94,15,73
159031223,1,20,1.29878,103.88408,3,153,7,32,20190820,1.59,15,143
159031223,1,20,1.29985,103.88428,3,162,7,8,20190425,0.4,15,142
159031223,1,20,1.29836,103.88413,3,162,7,19,20190710,0.91,15,59
100368677,4,19,1.36238,103.88032,2,62,3,2,20180313,0.1,5,74
14613568,4,32,1.39584,103.90079,2,44,3,63,20190826,3.0,3,292
28954164,1,18,1.31743,103.82931,2,81,1000,0,-1,-1.0,3,365
101895352,1,20,1.32201,103.86367,2,87,1,0,-1,-1.0,1,358
54676674,1,22,1.28085,103.85298,2,90,120,0,-1,-1.0,1,358
10372369,1,8,1.29446,103.83656,3,210,3,5,20180404,0.24,1,80
51540554,2,9,1.35199,103.72251,3,160,3,1,20171209,0.05,1,0
40912923,1,7,1.3119,103.90407,2,56,1,90,20190620,4.22,4,14
131052744,1,8,1.29615,103.8366,2,186,2,24,20190802,1.63,1,269
38098713,3,4,1.31323,103.94047,2,56,90,3,20180101,0.14,1,362
108911835,1,21,1.3251,103.85465,3,235,90,0,-1,-1.0,7,90
8492007,1,21,1.32633,103.84955,2,137,4,6,20190221,0.3,203,365
8948251,1,20,1.30838,103.86093,2,35,18,0,-1,-1.0,83,332
2413412,1,16,1.28351,103.84402,2,57,28,1,20180114,0.05,112,356
155244964,1,24,1.28755,103.84941,2,215,1,0,-1,-1.0,8,125
30080617,3,3,1.34632,103.96221,2,44,2,64,20190712,3.03,7,0
2413412,1,20,1.30873,103.86094,2,35,20,1,20180501,0.06,112,362
2413412,1,20,1.30913,103.86292,2,40,18,1,20180622,0.07,112,359
56273456,2,27,1.35024,103.743,2,100,10,0,-1,-1.0,3,300
45343820,3,3,1.34989,103.93477,2,15,1,0,-1,-1.0,1,0
8948251,1,7,1.31392,103.88223,2,33,18,1,20180429,0.06,83,359
8527085,1,22,1.30116,103.8579,3,528,2,35,20190810,1.74,38,37
130704287,2,30,1.39238,103.75079,2,35,30,8,20180818,0.38,1,0
8492007,1,28,1.29514,103.84249,3,149,3,11,20190625,0.51,203,325
160016661,1,16,1.284,103.84201,2,44,1,14,20180411,0.68,1,7
32184450,1,24,1.29304,103.84288,3,169,1,0,-1,-1.0,67,365
93394861,1,7,1.31884,103.88209,2,100,2,17,20190827,0.81,1,162
5629144,1,2,1.31818,103.7867,2,99,90,1,20171220,0.05,1,364
104300605,1,5,1.27616,103.83657,2,50,1,110,20190812,5.19,2,65
160155254,1,7,1.31005,103.87707,2,51,2,88,20190810,4.36,2,29
14021375,1,16,1.28237,103.84367,2,56,3,74,20190808,4.35,2,13
68059127,3,4,1.32142,103.91484,2,131,3,2,20180501,0.1,21,71
97868124,1,11,1.29233,103.80648,3,158,1,76,20190727,3.65,4,65
147505789,2,9,1.34127,103.68536,2,50,180,0,-1,-1.0,1,365
159079845,2,9,1.3523,103.70386,2,56,3,0,-1,-1.0,2,0
9164793,1,16,1.28302,103.84572,3,210,1,1,20171201,0.05,5,0
8492007,1,20,1.32083,103.86331,3,300,10,1,20171230,0.05,203,0
4412979,1,2,1.31443,103.79015,3,358,3,37,20190825,1.8,8,123
8948251,1,16,1.28333,103.84237,2,60,90,1,20180920,0.09,83,355
109333133,1,8,1.29522,103.8394,3,139,2,11,20190315,0.59,18,328
109333133,1,8,1.29734,103.83994,2,85,2,52,20190810,2.47,18,318
160450797,1,7,1.31666,103.90049,2,60,1,0,-1,-1.0,1,0
50768683,2,9,1.34597,103.7225,2,56,2,2,20180120,0.1,1,0
23722617,1,7,1.31441,103.88663,3,78,20,13,20190505,0.66,84,75
98626011,1,21,1.3218,103.85264,2,60,10,0,-1,-1.0,1,339
2413412,1,16,1.28559,103.8419,2,57,90,1,20180201,0.05,112,355
151196270,1,11,1.29144,103.80658,3,131,89,0,-1,-1.0,45,358
124827904,2,34,1.33498,103.74293,2,60,5,5,20190821,0.83,6,70
75539321,1,16,1.28331,103.84478,2,110,1,69,20190823,3.32,5,308
151196270,1,11,1.29169,103.80673,3,169,89,0,-1,-1.0,45,362
151196270,1,11,1.29154,103.8065,3,169,89,0,-1,-1.0,45,362
151196270,1,11,1.30221,103.78874,3,200,89,0,-1,-1.0,45,362
35666883,5,29,1.43725,103.82731,2,87,1,17,20190812,1.12,7,364
9164793,1,16,1.28256,103.84649,3,90,2,2,20171229,0.1,5,0
160839396,2,9,1.35368,103.7211,1,15,2,0,-1,-1.0,1,0
312794,3,4,1.31076,103.93975,3,160,4,2,20180101,0.1,1,0
6582275,1,10,1.3035,103.84739,3,150,15,2,20180505,0.11,1,0
37483803,1,7,1.31073,103.8857,3,181,1,82,20190818,4.19,3,85
108417270,3,4,1.31666,103.91008,2,37,1,127,20190817,6.35,3,145
97878860,1,16,1.28372,103.84246,2,56,90,1,20180103,0.05,59,343
48321930,3,4,1.31432,103.90896,2,94,1,5,20180325,0.26,1,0
155745049,3,4,1.30655,103.92775,3,315,1,10,20190210,0.55,6,0
22944500,5,29,1.4483,103.81893,2,40,2,27,20180707,1.28,1,0
3985846,1,7,1.31297,103.88089,2,81,90,0,-1,-1.0,1,331
161199038,1,8,1.29794,103.84137,3,550,3,0,-1,-1.0,1,0
156753890,1,8,1.29489,103.84009,2,44,180,8,20190822,0.62,1,214
108911835,1,21,1.32218,103.84698,3,231,90,0,-1,-1.0,7,90
35691521,1,28,1.29438,103.8428,3,137,3,1,20190305,0.17,45,324
133184291,2,30,1.37712,103.74296,2,28,1,0,-1,-1.0,1,0
160260079,1,7,1.31336,103.89161,3,169,3,48,20190811,2.57,1,84
40248541,5,36,1.41182,103.84327,2,187,1,1,20190210,0.15,6,351
40248541,5,36,1.41169,103.8448,2,187,1,0,-1,-1.0,6,351
40248541,5,36,1.4123,103.84376,2,187,1,0,-1,-1.0,6,350
40248541,5,36,1.4108,103.84319,2,169,6,0,-1,-1.0,6,352
40248541,5,36,1.41221,103.84382,2,137,29,0,-1,-1.0,6,349
138649185,2,33,1.31148,103.76195,3,310,3,2,20180202,0.1,76,364
138649185,1,11,1.29205,103.80801,3,290,3,2,20190103,0.24,76,364
161433922,1,10,1.30319,103.84866,2,60,2,98,20190730,4.69,1,282
149387152,1,22,1.29602,103.85523,2,62,2,67,20190808,3.21,3,224
161554342,3,4,1.31248,103.93877,2,100,1,1,20180106,0.05,1,0
161561473,1,7,1.31252,103.88207,2,46,2,52,20190804,2.55,9,145
161561473,1,7,1.3117,103.88374,2,94,2,20,20190608,0.98,9,161
143416908,1,20,1.31103,103.85793,2,46,120,0,-1,-1.0,1,362
47888110,1,15,1.33386,103.87564,2,74,90,0,-1,-1.0,2,358
161561473,1,7,1.31334,103.88406,2,50,2,56,20190811,2.71,9,159
161561473,1,7,1.31267,103.88188,2,100,1,24,20190516,1.19,9,166
18618387,1,11,1.28086,103.78741,2,87,10,1,20180826,0.08,18,364
2413412,1,20,1.30924,103.86226,2,42,20,1,20180912,0.09,112,362
81596134,1,7,1.31256,103.88705,3,260,2,28,20190805,1.39,16,250
162057511,5,1,1.44718,103.79966,1,65,2,1,20171217,0.05,1,0
160155254,1,7,1.30885,103.87757,2,50,2,94,20190730,4.56,2,31
24778864,2,9,1.34418,103.71655,2,50,4,14,20190731,0.73,1,163
56276774,1,20,1.32456,103.86489,2,160,2,52,20190817,2.7,2,305
8948251,1,20,1.31145,103.85834,2,53,18,1,20180630,0.07,83,332
107019262,1,8,1.29817,103.84003,2,94,2,3,20180204,0.15,1,54
162163074,1,8,1.29775,103.8356,3,135,1,0,-1,-1.0,1,0
93662712,2,30,1.38842,103.74775,2,35,1,0,-1,-1.0,1,0
8948251,1,20,1.30996,103.86254,2,39,18,1,20181203,0.11,83,359
34574973,1,28,1.29473,103.84254,3,158,5,20,20190729,0.97,2,63
23722617,1,8,1.29592,103.8404,3,119,6,8,20190625,0.69,84,88
62026104,1,8,1.29565,103.83673,2,26,90,0,-1,-1.0,2,365
62026104,1,8,1.29513,103.83542,2,22,90,0,-1,-1.0,2,364
97878860,1,16,1.2855,103.84181,2,60,18,1,20180822,0.08,59,356
162089456,1,6,1.30453,103.83638,2,99,90,7,20190131,0.41,2,365
9899270,1,2,1.34251,103.77415,2,94,2,37,20190723,1.84,2,240
162484302,1,2,1.31675,103.78428,3,250,1,1,20171220,0.05,1,0
23722617,1,8,1.29615,103.83986,3,110,20,2,20190720,0.1,84,60
20432550,1,5,1.27502,103.83649,2,85,1,5,20190407,0.26,1,0
148161274,1,2,1.3314,103.78765,3,350,90,0,-1,-1.0,6,0
114571845,1,22,1.2977,103.8556,3,87,1,3,20190822,0.17,3,290
151196270,1,11,1.29024,103.80672,3,181,89,0,-1,-1.0,45,362
97878860,1,7,1.31356,103.88263,2,33,18,2,20190228,0.22,59,359
162738531,2,34,1.33687,103.74287,2,44,365,0,-1,-1.0,1,365
159031223,1,20,1.30088,103.88533,3,187,7,13,20190801,0.64,15,57
160732208,1,20,1.32222,103.86572,2,58,7,10,20190731,0.53,1,273
100592228,1,15,1.33309,103.84488,2,68,2,19,20190113,0.93,1,0
66406177,1,22,1.27527,103.84512,3,146,30,4,20190128,0.22,274,299
162546186,1,20,1.31191,103.8604,2,89,5,6,20190123,0.31,4,0
162546186,1,20,1.3101,103.86022,2,69,5,5,20190506,0.53,4,0
19350246,1,5,1.28995,103.81712,3,160,7,3,20180430,0.15,1,0
49970123,1,7,1.31094,103.88373,3,168,2,54,20190808,2.66,3,69
46685310,1,8,1.29501,103.83984,3,169,2,11,20190722,0.58,28,318
10248444,1,8,1.29589,103.83804,2,93,2,23,20190725,1.26,48,335
31018078,4,26,1.36551,103.85677,2,37,1,0,-1,-1.0,1,0
162094352,4,12,1.35302,103.86464,2,40,1,1,20171227,0.05,1,0
163023572,5,1,1.43208,103.78838,2,150,1,0,-1,-1.0,1,83
3234859,1,20,1.30439,103.86106,2,94,1,108,20190812,5.32,9,119
32798595,1,22,1.28185,103.85325,2,94,180,0,-1,-1.0,41,365
163258181,3,4,1.32379,103.91484,2,150,90,0,-1,-1.0,5,365
163258181,3,4,1.32348,103.91459,2,160,90,0,-1,-1.0,5,365
163258181,3,4,1.32241,103.91374,2,160,90,0,-1,-1.0,5,365
163258181,3,4,1.32213,103.91398,2,181,90,0,-1,-1.0,5,365
163258181,3,4,1.32427,103.91534,2,181,90,0,-1,-1.0,5,365
71878081,3,14,1.35471,103.96471,2,42,90,1,20180103,0.05,1,0
97878860,1,20,1.30864,103.86084,2,39,18,1,20180421,0.06,59,359
161561473,1,7,1.3111,103.87995,2,50,2,37,20190806,1.92,9,167
547772,2,33,1.29767,103.76493,3,50,3,2,20181229,0.1,1,0
11390076,1,6,1.30597,103.83847,2,90,3,0,-1,-1.0,18,362
9112230,1,21,1.32589,103.84967,2,25,90,0,-1,-1.0,1,174
163600102,1,5,1.2761,103.83613,2,125,3,2,20180427,0.1,1,0
8948251,1,20,1.30863,103.86125,2,39,18,0,-1,-1.0,83,335
34574973,1,28,1.29492,103.84274,3,149,5,4,20190803,0.42,2,63
4412979,1,2,1.3128,103.7914,2,47,90,13,20190820,0.67,8,365
8948251,1,20,1.30956,103.8618,2,39,18,1,20190502,0.25,83,359
163416800,3,4,1.32076,103.92331,2,128,90,0,-1,-1.0,1,0
8948251,1,16,1.28519,103.84271,2,56,90,1,20180823,0.08,83,320
44978352,1,13,1.29993,103.88555,3,208,7,3,20190728,0.15,7,52
5543946,4,12,1.34405,103.88096,2,75,30,4,20180727,0.2,1,0
32961098,1,28,1.29507,103.84238,2,50,60,31,20181225,1.65,1,179
164550589,3,14,1.37023,103.94467,3,210,2,58,20190731,2.94,1,309
151196270,1,11,1.30429,103.78408,3,290,89,0,-1,-1.0,45,364
44978352,1,13,1.29912,103.88548,3,156,7,11,20190802,0.55,7,69
6578888,1,35,1.35704,103.83806,3,128,90,1,20180102,0.05,1,173
3990809,2,9,1.33732,103.70075,2,44,1,3,20180124,0.15,1,0
159374933,3,4,1.3146,103.94034,2,49,1,43,20190804,2.18,1,343
119530352,1,6,1.30678,103.83557,3,428,6,3,20181110,0.16,6,357
44978352,1,13,1.29883,103.88551,3,156,7,6,20190613,0.51,7,78
124827904,2,34,1.33518,103.74133,3,90,1,1,20180509,0.06,6,117
148175032,1,7,1.31396,103.89448,2,37,3,43,20190809,2.18,4,157
145442500,3,4,1.32159,103.91576,3,500,3,0,-1,-1.0,7,0
50620005,4,17,1.40173,103.89296,3,131,1,0,-1,-1.0,1,0
55844797,1,10,1.30057,103.85183,2,99,1,37,20190818,2.16,8,238
66406177,1,22,1.27457,103.84322,3,156,30,8,20190628,0.45,274,332
4412979,1,2,1.31421,103.79011,3,129,3,15,20190609,0.76,8,300
55844797,1,10,1.30104,103.85238,2,99,1,31,20190803,1.88,8,227
55844797,1,10,1.30187,103.85224,2,104,1,33,20190818,1.74,8,222
55844797,1,10,1.3024,103.85073,2,104,1,18,20190729,0.95,8,232
111065775,1,8,1.29906,103.83661,3,139,6,5,20190321,0.26,19,300
2413412,1,16,1.2839,103.84182,2,57,90,1,20180719,0.07,112,332
125105902,1,16,1.28104,103.8458,2,178,1,21,20190707,1.33,7,74
105770238,5,1,1.42814,103.78087,2,56,1,2,20190331,0.1,2,363
163555459,3,4,1.31314,103.92642,2,196,1,65,20190826,3.46,3,278
163555459,3,4,1.31348,103.92636,2,153,2,58,20190813,2.93,3,288
98332824,1,7,1.31333,103.89085,3,119,2,4,20190814,0.22,1,357
15040015,2,27,1.3421,103.75972,2,87,2,9,20190812,0.51,1,364
33539623,1,10,1.30944,103.85219,1,28,1,21,20190310,1.07,9,365
52310102,1,11,1.28601,103.7858,2,67,60,0,-1,-1.0,14,365
1439258,1,11,1.27917,103.78691,2,99,1,1,20180216,0.05,32,340
97878860,1,16,1.2848,103.84349,2,49,90,1,20180304,0.06,59,289
166129186,2,27,1.34222,103.76014,2,60,2,1,20180211,0.05,1,0
111065775,1,8,1.29772,103.83646,3,110,6,4,20190319,0.2,19,320
47928660,1,7,1.31147,103.88989,2,35,10,21,20190702,1.33,4,65
124702769,1,20,1.31247,103.86052,3,244,3,17,20190719,1.36,4,142
84411185,1,38,1.25054,103.82551,3,8900,2,0,-1,-1.0,6,0
9261752,2,23,1.38053,103.76698,2,35,180,0,-1,-1.0,1,358
73297404,1,10,1.30274,103.85258,3,210,2,33,20180901,1.71,1,0
164278799,2,9,1.33056,103.72358,2,60,1,3,20190401,0.16,1,180
26560232,3,14,1.35715,103.96441,2,100,2,8,20190305,0.42,2,55
4705949,3,3,1.34316,103.95844,2,69,4,27,20190817,1.52,13,79
26560232,3,14,1.36987,103.96815,2,81,2,2,20181117,0.12,2,57
97878860,1,16,1.28378,103.84197,2,36,90,0,-1,-1.0,59,0
161561473,1,7,1.31159,103.8828,2,43,2,39,20190721,2.08,9,149
79610664,4,12,1.35317,103.87609,1,40,1,0,-1,-1.0,1,0
2905202,1,8,1.30303,103.82661,2,79,3,11,20181221,0.63,1,14
10463855,2,30,1.40158,103.74491,2,72,2,12,20190812,0.64,3,180
111065775,1,8,1.2976,103.83787,3,119,6,8,20190325,0.42,19,45
23722617,1,8,1.29431,103.83865,3,110,14,1,20190802,1.0,84,59
162032094,1,10,1.3029,103.84792,3,81,2,55,20190725,2.85,2,34
81428257,1,7,1.3145,103.885,3,219,2,24,20190722,1.23,8,285
167483159,1,10,1.30032,103.84837,3,85,120,0,-1,-1.0,1,331
33539623,1,10,1.30742,103.85201,1,35,1,8,20180801,0.41,9,363
33539623,1,10,1.309,103.8507,1,81,1,0,-1,-1.0,9,365
19918235,1,7,1.3141,103.88366,2,40,4,10,20190320,0.56,1,0
160832687,4,19,1.35492,103.88209,2,99,1,1,20180324,0.06,2,0
109391687,1,25,1.30538,103.83288,2,90,1,3,20180911,0.23,10,322
97878860,1,16,1.28518,103.84335,2,44,90,0,-1,-1.0,59,365
33345191,1,11,1.29018,103.77828,2,25,90,3,20190817,0.24,3,101
167682818,1,2,1.31032,103.79526,1,32,1,1,20180115,0.05,1,0
161976939,1,21,1.32338,103.85343,2,89,5,1,20180610,0.07,1,358
47611818,1,10,1.29825,103.85128,1,31,2,16,20190404,0.91,14,338
167817067,1,20,1.29807,103.87351,3,139,190,4,20180220,0.21,1,363
16305681,1,13,1.30595,103.8981,3,112,2,4,20190722,0.21,17,46
47611818,1,10,1.29839,103.85171,1,33,2,25,20190519,1.3,14,338
5821854,1,21,1.31559,103.84279,2,110,2,3,20190813,0.16,1,0
167947458,1,22,1.27905,103.85044,3,200,1,39,20190822,2.0,1,278
138649185,1,22,1.27495,103.84485,3,179,30,0,-1,-1.0,76,363
22324534,2,27,1.34817,103.75978,2,33,3,2,20180312,0.11,1,0
44319052,1,20,1.29875,103.88417,3,187,2,20,20190823,1.05,1,358
149387152,1,22,1.29779,103.85672,2,62,2,43,20190721,2.24,3,201
81428257,1,21,1.31811,103.84271,3,381,2,50,20190721,2.67,8,219
168348659,1,10,1.30943,103.852,3,164,30,1,20181105,0.1,1,365
148212286,1,21,1.32955,103.84237,2,60,60,0,-1,-1.0,2,177
91165081,3,4,1.33006,103.94504,2,28,15,4,20190401,0.21,10,93
135298846,1,25,1.30425,103.83341,3,525,6,7,20190706,0.38,22,354
104300605,1,5,1.27479,103.83694,2,44,1,26,20190811,1.36,2,104
40375333,1,7,1.31827,103.88212,2,65,30,0,-1,-1.0,3,297
109142490,2,9,1.34255,103.70873,2,81,3,3,20190410,0.29,3,364
168666642,5,1,1.44381,103.79268,2,22,1,1,20180729,0.08,2,365
46746027,1,11,1.30286,103.78453,3,200,90,0,-1,-1.0,1,0
52310102,1,11,1.28025,103.7868,2,64,15,0,-1,-1.0,14,365
146058722,1,7,1.31162,103.88994,2,50,90,0,-1,-1.0,1,365
3087291,1,16,1.2798,103.84095,2,81,15,0,-1,-1.0,2,0
3087291,1,16,1.27848,103.84168,2,81,15,0,-1,-1.0,2,0
9817303,1,24,1.28959,103.84565,3,228,3,2,20190731,0.1,2,355
6170589,1,24,1.29026,103.83874,3,199,90,3,20180828,0.21,1,0
97878860,1,20,1.30886,103.86137,2,36,28,0,-1,-1.0,59,320
1439258,1,11,1.27981,103.78604,2,65,15,2,20190331,0.2,32,280
106405559,1,5,1.28549,103.80992,2,50,3,0,-1,-1.0,2,363
8492007,1,10,1.30116,103.8497,3,150,5,8,20190705,0.43,203,260
124516401,1,25,1.30061,103.84133,3,260,6,1,20180222,0.05,6,177
124516401,1,25,1.30063,103.84148,3,600,6,0,-1,-1.0,6,358
47894524,2,9,1.34027,103.70559,2,72,2,3,20180530,0.19,2,0
138649185,1,11,1.30085,103.80067,2,301,25,0,-1,-1.0,76,364
33096269,1,7,1.31124,103.88693,2,181,3,34,20190826,1.84,14,52
84411185,1,38,1.24992,103.82441,3,333,25,0,-1,-1.0,6,362
23722617,1,7,1.31456,103.88621,3,94,10,5,20190412,0.37,84,65
1439258,1,11,1.28097,103.78728,2,150,5,2,20180710,0.13,32,361
50034878,1,16,1.28391,103.84379,3,150,90,0,-1,-1.0,1,365
153080781,1,11,1.29207,103.76904,1,25,1,18,20190817,1.14,8,156
165209,1,21,1.31972,103.84568,2,81,30,26,20190816,1.51,2,313
100474068,2,30,1.38408,103.74598,2,50,8,20,20190522,1.08,2,301
84411185,1,38,1.24881,103.82364,3,540,30,0,-1,-1.0,6,363
84411185,1,38,1.24847,103.82389,3,700,30,0,-1,-1.0,6,361
56183032,1,16,1.27998,103.84744,3,314,30,0,-1,-1.0,1,0
47987680,1,5,1.29052,103.82,2,64,2,36,20190818,2.54,1,316
109391687,1,6,1.30561,103.8347,2,108,1,2,20181016,0.19,10,326
109391687,1,25,1.30529,103.8328,2,160,1,1,20190722,0.79,10,328
124516401,1,25,1.30217,103.83957,3,360,6,0,-1,-1.0,6,179
124516401,1,25,1.3006,103.84012,3,319,6,2,20180723,0.11,6,172
6514798,1,16,1.27609,103.84127,2,85,2,9,20190802,0.53,1,89
28204338,1,22,1.281,103.85025,3,185,90,29,20190809,1.54,5,255
66406177,2,34,1.33675,103.74193,3,135,30,4,20190303,0.25,274,204
56774651,1,20,1.3104,103.85776,3,90,3,4,20190116,0.21,1,0
52310102,1,11,1.28088,103.7874,2,56,5,3,20190808,0.19,14,355
99439643,1,7,1.31546,103.89428,2,42,1,6,20190206,0.32,1,0
18618387,1,11,1.28099,103.78561,2,58,7,3,20190814,0.36,18,0
169949358,1,10,1.29967,103.85227,2,68,5,0,-1,-1.0,4,0
169949358,1,10,1.30025,103.85109,2,28,4,2,20180822,0.11,4,0
136819478,2,9,1.35118,103.70194,2,87,3,3,20180720,0.16,3,0
169949358,1,10,1.29996,103.85052,2,42,5,2,20180216,0.11,4,0
148161755,1,10,1.29781,103.8515,3,150,7,0,-1,-1.0,11,0
8948251,1,16,1.28405,103.84401,2,57,90,1,20180430,0.06,83,343
138649185,2,33,1.31317,103.76017,3,331,3,1,20190725,0.86,76,364
65549406,3,4,1.31382,103.92711,3,99,90,0,-1,-1.0,2,346
89666016,1,10,1.30236,103.8501,2,89,1,88,20190814,4.62,2,74
