host_id,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
10248444,1,8,1.29629,103.83816,2,144,1,99,20190712,2.41,48,327
60916030,1,16,1.28348,103.84135,2,7000,2,5,20171212,0.18,1,365
57478948,2,33,1.2999,103.76552,2,69,1,0,-1,-1.0,2,0
60850011,2,9,1.35136,103.69649,2,60,1,0,-1,-1.0,1,0
59167155,1,6,1.30546,103.83514,2,100,1,3,20190428,0.1,8,364
59167155,1,25,1.30325,103.83357,2,100,1,5,20190727,0.16,8,364
59167155,1,25,1.30496,103.83315,2,100,1,9,20190729,0.29,8,356
59167155,1,25,1.30419,103.83426,2,151,1,6,20190624,0.24,8,364
59167155,1,25,1.30343,103.83318,2,151,1,2,20170917,0.08,8,365
59167155,1,6,1.30563,103.83491,2,151,1,6,20190703,0.21,8,365
61058736,1,21,1.32896,103.84178,2,56,1,0,-1,-1.0,1,0
59578522,1,7,1.30955,103.90031,2,78,1,0,-1,-1.0,1,365
9515739,1,6,1.30534,103.8359,2,900,9,0,-1,-1.0,1,365
61163169,1,35,1.35221,103.85148,2,650,1,0,-1,-1.0,1,0
655034,1,5,1.29241,103.82779,3,122,1,0,-1,-1.0,1,0
229339,1,5,1.28242,103.82974,3,136,1,15,20190803,0.36,26,266
61230299,1,22,1.28116,103.85169,3,269,11,6,20190729,0.41,1,334
61383139,3,4,1.32978,103.90536,3,150,5,0,-1,-1.0,1,0
8680288,1,13,1.30524,103.88834,3,131,3,51,20190714,1.96,1,311
26823765,1,6,1.30542,103.8389,3,160,3,87,20190818,2.09,6,109
61500222,3,4,1.312,103.91178,2,219,1,0,-1,-1.0,1,365
61506051,3,4,1.3103,103.91325,2,219,1,0,-1,-1.0,1,365
61506737,3,4,1.31161,103.91139,2,219,1,0,-1,-1.0,1,365
45661681,1,21,1.32307,103.84111,2,87,30,0,-1,-1.0,8,364
15401676,1,13,1.3063,103.90294,3,119,180,0,-1,-1.0,1,362
41039458,1,20,1.31331,103.85516,3,125,5,8,20190815,0.24,10,2
61723091,1,2,1.32769,103.81104,2,100,1,0,-1,-1.0,1,0
55844797,1,10,1.30221,103.85109,2,104,2,77,20190615,1.87,8,216
61733239,1,35,1.34263,103.83768,2,49,90,37,20180803,0.88,1,120
61762641,1,16,1.28263,103.84434,1,40,1,1,20161007,0.03,6,307
23375466,1,2,1.3371,103.77431,3,299,2,0,-1,-1.0,1,0
24496358,3,4,1.32528,103.9153,2,199,3,2,20190315,0.28,24,362
61920865,1,24,1.29094,103.83665,3,200,1,1,20160320,0.02,1,0
46685310,1,8,1.2951,103.83863,2,87,2,72,20190812,1.75,28,342
24496358,3,4,1.32513,103.91463,2,181,3,0,-1,-1.0,24,333
24496358,3,4,1.32551,103.91632,2,169,3,1,20181029,0.1,24,321
46685310,1,8,1.29612,103.83874,3,160,2,144,20190808,3.43,28,303
62201879,3,4,1.32761,103.9118,2,50,2,0,-1,-1.0,1,0
62223546,1,11,1.28966,103.80503,3,131,6,0,-1,-1.0,1,0
10248444,1,8,1.295,103.83825,3,119,1,40,20190813,1.23,48,353
15792951,1,5,1.28991,103.8308,2,56,3,0,-1,-1.0,1,0
5090931,1,21,1.32683,103.84697,3,100,1,0,-1,-1.0,1,0
61619807,1,8,1.29502,103.83949,2,90,2,36,20190603,0.86,27,343
61619807,1,8,1.29542,103.8382,3,110,1,45,20190806,1.09,27,349
1542902,4,17,1.40724,103.89814,3,281,1,0,-1,-1.0,1,0
26900117,1,20,1.31807,103.85163,3,249,21,9,20180102,0.21,3,365
36141263,3,4,1.32865,103.90691,3,149,90,9,20180420,0.23,4,87
36141263,1,7,1.32792,103.9049,3,231,90,9,20190701,0.22,4,269
61762641,1,16,1.28427,103.84271,2,228,1,0,-1,-1.0,6,304
43171492,3,14,1.38045,103.96487,3,189,14,17,20160709,0.41,1,0
62503713,1,11,1.30474,103.78763,3,200,3,93,20190802,2.29,1,144
52897090,1,7,1.31216,103.87991,3,169,1,209,20190808,4.99,5,152
56276774,1,20,1.32433,103.86437,2,83,2,163,20190820,4.04,2,136
34649530,1,11,1.28741,103.80272,2,51,90,1,20180306,0.06,3,0
62621831,1,20,1.31525,103.85296,2,237,1,0,-1,-1.0,1,0
8200399,1,7,1.31758,103.89038,2,60,7,5,20190731,0.15,10,349
41039458,1,11,1.28271,103.78371,3,135,90,5,20190819,0.22,10,15
10248444,1,8,1.29573,103.83769,2,90,1,27,20190809,0.67,48,348
7095710,1,16,1.28192,103.84399,3,135,2,83,20190812,2.06,12,356
17606405,3,4,1.31188,103.90945,3,89,3,4,20181124,0.36,1,0
15503071,1,20,1.31487,103.85408,2,69,90,24,20180919,0.58,13,282
7095710,1,16,1.28202,103.8467,3,135,2,51,20190801,1.27,12,322
8527085,1,6,1.30259,103.83927,3,399,2,69,20190809,1.7,38,268
8527085,1,8,1.3035,103.83091,3,319,2,18,20190611,0.47,38,354
7095710,1,16,1.28156,103.84572,3,119,2,62,20190604,1.51,12,325
60024674,1,21,1.31629,103.84463,3,93,90,20,20190603,0.48,5,261
63321758,5,39,1.42853,103.76757,2,49,1,173,20190812,4.28,4,328
5648028,1,7,1.31438,103.90136,3,100,2,0,-1,-1.0,1,0
15503071,1,20,1.31528,103.85556,2,62,90,10,20180814,0.26,13,360
63463126,1,22,1.28052,103.85205,3,237,100,0,-1,-1.0,1,365
14885049,1,5,1.27635,103.83898,2,69,1,0,-1,-1.0,1,0
63681037,2,33,1.29695,103.76518,2,50,3,4,20160821,0.1,1,0
63835631,2,27,1.36599,103.74787,3,290,1,0,-1,-1.0,1,0
48400548,5,1,1.45203,103.78984,2,110,1,17,20190728,0.42,2,337
63961060,4,19,1.36246,103.88487,2,43,1,141,20190827,3.51,2,154
63961060,4,19,1.36248,103.88487,2,37,1,189,20190827,4.57,2,145
63996097,1,21,1.32403,103.85455,3,96,1,0,-1,-1.0,1,0
63152849,4,17,1.40225,103.90988,2,53,2,63,20190811,1.74,2,352
29420853,1,21,1.32705,103.84759,3,268,7,3,20170509,0.1,141,48
1439258,1,11,1.28153,103.78763,2,69,15,6,20181216,0.22,32,362
20870482,1,16,1.28107,103.84063,3,300,3,95,20190730,2.29,9,0
64135861,1,5,1.28921,103.8278,2,49,3,2,20160430,0.05,1,0
2413412,1,20,1.30893,103.86199,2,36,18,3,20180816,0.07,112,362
21554413,1,20,1.32618,103.86487,2,157,1,0,-1,-1.0,1,0
23062835,3,4,1.31693,103.90737,3,187,3,96,20190818,2.45,1,325
25422139,4,19,1.35092,103.88049,2,28,14,4,20161002,0.1,2,364
1439258,1,11,1.27964,103.7856,2,58,10,6,20190731,0.17,32,293
64033906,3,14,1.37471,103.94718,2,60,1,32,20161223,0.77,1,0
20726409,1,21,1.32005,103.84533,3,100,4,35,20190802,0.88,2,213
32798595,1,22,1.28137,103.85203,2,81,60,1,20171001,0.04,41,365
64569568,2,9,1.34425,103.69285,2,800,30,0,-1,-1.0,1,0
20715286,3,4,1.31941,103.90668,3,210,3,96,20181204,2.34,1,0
1750420,1,6,1.30256,103.83823,2,99,2,3,20160529,0.07,1,0
13792575,2,27,1.35852,103.7637,3,110,2,10,20161016,0.26,1,0
9938906,1,38,1.2504,103.82539,3,1294,3,1,20160825,0.03,3,155
4947802,1,11,1.29236,103.76327,3,140,1,19,20170717,0.49,1,0
11925590,1,35,1.36142,103.84272,2,44,3,2,20160605,0.05,1,0
48910237,1,5,1.28427,103.82912,2,75,1,0,-1,-1.0,1,0
65322694,1,20,1.30011,103.86118,3,150,1,193,20190813,5.04,2,210
61187361,2,23,1.38397,103.77035,2,69,1,0,-1,-1.0,1,362
8948251,1,16,1.28443,103.84212,2,40,90,1,20160930,0.03,83,354
65598901,3,4,1.3188,103.90803,2,26,7,1,20160501,0.02,1,0
65679130,1,20,1.31137,103.85738,1,58,1,21,20190818,0.52,18,352
2413412,1,16,1.2839,103.84206,2,42,90,1,20160630,0.03,112,365
65728823,1,7,1.32957,103.90454,3,149,4,45,20190817,1.16,1,346
65732127,2,33,1.31848,103.76018,2,75,1,0,-1,-1.0,1,0
65737863,2,34,1.34718,103.72881,2,26,1,3,20160504,0.07,1,0
37483401,1,6,1.30172,103.84534,2,65,15,0,-1,-1.0,1,0
11226435,3,4,1.32953,103.91386,2,56,1,25,20160827,0.61,1,0
65974072,4,32,1.38246,103.89146,3,90,365,0,-1,-1.0,1,365
66002076,4,26,1.37256,103.84784,2,49,1,0,-1,-1.0,1,0
4406052,1,22,1.2806,103.85465,2,139,3,26,20190611,0.64,2,360
4673970,2,9,1.3411,103.6852,3,81,180,0,-1,-1.0,1,0
65882664,1,21,1.32119,103.85123,2,56,3,0,-1,-1.0,1,0
1933664,1,7,1.31292,103.90448,2,75,1,4,20190723,0.12,1,56
14326542,1,28,1.30009,103.84502,3,446,1,272,20190824,6.95,4,304
15503071,1,20,1.31485,103.85516,2,69,90,11,20181006,0.3,13,265
62049719,1,2,1.32033,103.7782,2,50,90,9,20160927,0.22,2,365
62049719,1,2,1.31945,103.77812,2,56,90,14,20170715,0.39,2,365
12752850,1,13,1.30686,103.89572,2,69,1,2,20161231,0.06,4,87
66443986,2,23,1.37782,103.77384,2,250,1,1,20160713,0.03,1,358
66522215,1,10,1.30006,103.85025,2,65,2,0,-1,-1.0,1,0
1154968,1,16,1.2786,103.84256,3,175,20,5,20170430,0.12,1,0
15503071,1,20,1.31416,103.85539,2,69,90,7,20181130,0.17,13,359
65679130,1,20,1.31058,103.8579,1,29,1,81,20190803,2.0,18,357
51803939,1,8,1.29938,103.83323,3,299,1,0,-1,-1.0,1,0
65679130,1,20,1.30949,103.85878,1,29,1,67,20190717,1.66,18,360
65679130,1,20,1.3091,103.8592,1,29,1,8,20170720,0.21,18,359
65679130,1,20,1.31114,103.85727,1,29,1,3,20170402,0.08,18,360
65679130,1,20,1.30966,103.8575,1,26,1,95,20190823,2.38,18,344
65679130,1,20,1.31051,103.85755,1,29,1,23,20190320,0.57,18,358
65679130,1,20,1.31091,103.85759,1,26,1,3,20170807,0.09,18,360
65679130,1,20,1.3103,103.85867,1,26,1,48,20190823,1.26,18,341
65679130,1,20,1.30892,103.85933,1,26,1,134,20190827,3.35,18,332
65679130,1,20,1.3098,103.85803,1,58,1,11,20190414,0.29,18,359
65679130,1,20,1.31115,103.85793,1,58,1,0,-1,-1.0,18,357
65679130,1,20,1.30919,103.85874,1,58,1,0,-1,-1.0,18,357
65679130,1,20,1.3094,103.85711,1,58,1,0,-1,-1.0,18,358
35067507,1,7,1.31623,103.88937,2,40,1,1,20160516,0.03,1,0
65713566,1,18,1.2957,103.82951,2,150,1,0,-1,-1.0,1,0
66892187,1,35,1.34777,103.84422,3,233,180,1,20160506,0.02,1,365
1439258,1,2,1.31298,103.79012,2,69,1,4,20190316,0.1,32,88
12067440,1,20,1.31089,103.86003,2,78,1,6,20190825,0.29,20,358
229339,1,5,1.28213,103.83127,3,110,2,34,20190723,0.83,26,291
56421978,1,20,1.31785,103.8531,2,51,2,56,20190731,1.39,7,127
19503893,5,1,1.42901,103.78468,3,160,2,0,-1,-1.0,1,0
3234859,1,20,1.30466,103.86193,2,110,1,214,20190818,6.87,9,108
52300367,4,32,1.38068,103.89772,2,36,90,3,20161223,0.08,2,0
42072421,1,16,1.28757,103.84101,1,25,1,0,-1,-1.0,1,365
17526618,1,16,1.2843,103.84435,1,31,1,9,20190612,0.23,13,361
17526618,1,16,1.2826,103.84373,2,81,2,5,20190524,0.13,13,352
48110833,1,5,1.28416,103.83165,3,275,2,126,20190811,3.13,2,343
17032962,1,10,1.31186,103.85458,3,136,1,234,20190810,5.78,16,38
36409274,2,30,1.39456,103.75195,2,50,1,0,-1,-1.0,1,0
68059127,3,4,1.3176,103.91365,2,99,3,0,-1,-1.0,21,239
6490133,1,8,1.29985,103.83435,3,150,2,4,20160710,0.1,1,0
36106648,1,16,1.28293,103.84522,2,50,3,2,20160613,0.05,1,0
48377803,1,7,1.3138,103.88099,2,1300,1,0,-1,-1.0,1,365
68312452,1,5,1.28397,103.82636,2,100,2,0,-1,-1.0,1,0
34274677,1,7,1.3121,103.88381,2,56,1,19,20190813,0.48,1,83
68358187,1,11,1.28841,103.79418,2,50,1,0,-1,-1.0,1,0
25422139,4,19,1.35065,103.88084,2,28,14,2,20161130,0.05,2,365
20874965,1,13,1.30761,103.89638,2,86,1,115,20190121,2.92,8,32
20874965,1,13,1.30656,103.89641,2,56,1,175,20190122,4.31,8,44
8212177,1,20,1.3173,103.85358,3,275,15,6,20170713,0.21,1,0
23722617,1,7,1.31299,103.88597,3,90,6,30,20190812,0.78,84,55
68469462,5,36,1.43688,103.83398,2,700,1,0,-1,-1.0,1,0
23722617,1,7,1.31324,103.88672,3,81,6,60,20190803,1.49,84,50
68517554,4,26,1.3854,103.84322,2,58,1,0,-1,-1.0,2,0
49222064,1,21,1.32484,103.85537,2,39,2,48,20180521,1.19,1,0
11898832,1,18,1.29458,103.82837,2,110,90,64,20190825,1.62,2,348
8703711,1,11,1.29124,103.7739,2,25,1,0,-1,-1.0,1,0
69005937,1,6,1.31536,103.83286,2,32,90,0,-1,-1.0,11,180
69005937,1,6,1.31477,103.83259,2,60,90,0,-1,-1.0,11,180
1901820,1,10,1.30216,103.84699,3,240,90,26,20170222,0.72,1,270
17032962,1,10,1.31225,103.85431,3,151,1,227,20190810,5.61,16,103
67901691,5,1,1.43424,103.79784,3,165,90,16,20180602,0.4,1,239
36109221,1,21,1.32929,103.84207,2,92,3,1,20160518,0.03,1,0
9938906,1,38,1.24853,103.82502,3,765,1,5,20170709,0.14,3,150
22554193,4,26,1.36897,103.85509,2,75,3,1,20160511,0.02,2,178
41039458,1,11,1.28012,103.78677,3,131,5,4,20180814,0.1,10,21
4412979,1,2,1.31768,103.77954,2,58,3,49,20190727,1.25,8,313
65547338,1,18,1.31195,103.82716,2,150,3,0,-1,-1.0,1,0
50753560,1,11,1.30619,103.78394,2,49,1,0,-1,-1.0,1,0
52300367,4,32,1.37971,103.89766,2,36,90,4,20170221,0.1,2,0
13462948,1,10,1.30677,103.85838,2,40,6,0,-1,-1.0,1,0
41360622,2,9,1.34342,103.71467,2,39,60,2,20181226,0.05,2,0
69739432,1,35,1.34551,103.85192,2,49,90,0,-1,-1.0,1,365
60351996,2,27,1.36691,103.74657,1,25,7,0,-1,-1.0,1,0
17032962,1,10,1.31276,103.85452,3,135,1,184,20190812,4.57,16,130
69904125,1,7,1.31528,103.88443,1,450,1,0,-1,-1.0,1,365
10022148,1,18,1.31733,103.82764,2,31,5,4,20180528,0.13,1,0
2221494,4,19,1.36216,103.87775,2,62,90,69,20190714,1.77,2,180
17032962,1,10,1.31266,103.85471,3,139,1,201,20190805,4.99,16,47
38134732,1,7,1.31533,103.88807,2,44,1,2,20160610,0.05,1,0
23722617,1,7,1.31339,103.88747,3,87,4,70,20190810,1.76,84,57
70285775,2,27,1.3462,103.7598,2,56,2,8,20181022,0.25,1,334
2413412,1,20,1.30884,103.86143,2,40,28,1,20160616,0.03,112,331
59882845,3,4,1.30915,103.91144,2,65,1,64,20190812,1.98,2,316
26974029,2,9,1.34392,103.70247,2,44,1,0,-1,-1.0,1,0
34289058,1,11,1.30521,103.7831,2,65,5,2,20160627,0.05,1,0
8948251,1,20,1.30796,103.86323,2,50,18,2,20170826,0.07,83,360
70728341,2,30,1.38934,103.74637,2,44,30,44,20190823,1.12,2,305
2221494,4,19,1.3636,103.87933,2,65,90,44,20190715,1.16,2,179
48641356,1,18,1.32016,103.82547,3,100,150,3,20181124,0.08,5,234
7080517,1,20,1.31392,103.86383,3,179,30,102,20190731,2.68,11,306
7080517,1,20,1.31567,103.86542,3,149,30,22,20190630,0.56,11,336
26891269,1,20,1.32014,103.86398,2,86,26,121,20190528,3.06,1,126
12601147,1,5,1.28953,103.82344,2,87,1,0,-1,-1.0,1,0
9728236,4,12,1.3478,103.88031,3,87,15,9,20190202,0.24,1,0
11493720,1,15,1.33996,103.84445,3,56,1,3,20170115,0.08,1,0
64986397,1,35,1.35805,103.84878,2,40,90,1,20190212,0.15,1,300
29990394,1,5,1.28947,103.81738,2,69,1,0,-1,-1.0,1,0
55844797,1,10,1.30097,103.85215,2,104,2,82,20190811,2.1,8,226
68222352,1,22,1.29853,103.8561,3,300,3,2,20170404,0.06,1,0
10307677,1,15,1.33941,103.88365,2,60,2,3,20161002,0.08,2,0
8948251,1,20,1.31321,103.85771,2,44,18,0,-1,-1.0,83,342
48641356,1,18,1.3187,103.82698,2,50,150,1,20160605,0.03,5,365
47723162,1,35,1.36445,103.83159,3,200,3,2,20160710,0.05,2,0
69271429,1,5,1.27566,103.83671,2,111,1,0,-1,-1.0,1,0
71592359,1,5,1.26685,103.81035,3,815,2,24,20190803,0.6,1,90
29964275,4,32,1.39538,103.8808,2,800,1,0,-1,-1.0,1,0
13943420,1,6,1.29971,103.84421,3,185,4,189,20190812,4.81,1,163
17032962,1,10,1.31163,103.85431,3,218,2,173,20190802,4.34,16,76
7080517,1,20,1.31716,103.85993,3,149,30,38,20190805,0.96,11,328
72103213,3,3,1.34648,103.95827,2,40,1,0,-1,-1.0,1,0
48641356,1,18,1.31923,103.82741,3,100,150,0,-1,-1.0,5,365
33342825,1,7,1.31867,103.89315,3,210,1,5,20171207,0.13,1,364
29302892,3,4,1.31551,103.94468,1,150,1,0,-1,-1.0,1,0
7080517,1,20,1.31663,103.86434,3,199,28,17,20180304,0.43,11,334
72431839,2,9,1.33979,103.72034,2,37,4,2,20190530,0.62,1,0
12752850,1,13,1.30785,103.89473,3,350,1,3,20161030,0.08,4,87
12752850,1,13,1.3065,103.89628,2,65,1,3,20170221,0.08,4,87
54687314,3,4,1.33025,103.90567,3,110,7,1,20160611,0.03,1,0
72630310,5,29,1.45301,103.82325,2,69,1,0,-1,-1.0,1,0
72640511,4,12,1.34976,103.87847,2,60,80,7,20171227,0.18,1,364
70154397,5,36,1.41795,103.8369,2,19,1,0,-1,-1.0,1,0
72854894,1,20,1.30462,103.86182,2,69,1,24,20180114,0.61,1,0
68517554,4,26,1.38553,103.84294,3,60,1,0,-1,-1.0,2,0
31464513,1,20,1.32738,103.86449,3,250,10,1,20171107,0.05,114,264
47611818,1,10,1.2985,103.85096,1,28,2,55,20190808,1.69,14,126
17851949,1,21,1.31685,103.83737,3,219,1,0,-1,-1.0,1,0
31464513,1,21,1.32329,103.85201,3,268,10,3,20170629,0.08,114,365
25375339,1,35,1.355,103.83227,2,60,1,6,20190506,0.49,9,365
13146445,4,19,1.35878,103.88168,3,119,360,0,-1,-1.0,1,365
24496358,3,4,1.32541,103.91457,2,150,3,1,20170702,0.04,24,149
73751687,3,14,1.35615,103.96447,3,185,1,1,20160808,0.03,1,0
5581515,1,10,1.30112,103.85149,3,149,5,10,20180608,0.27,2,0
73928695,1,7,1.31266,103.90103,2,69,1,0,-1,-1.0,1,0
74046087,1,7,1.31742,103.89142,2,75,2,1,20160529,0.03,1,0
74077673,2,9,1.34995,103.70114,2,50,6,0,-1,-1.0,1,0
48381928,4,12,1.3859,103.87357,3,235,3,6,20170109,0.15,2,180
74213566,1,22,1.29668,103.85488,3,111,1,0,-1,-1.0,1,83
74275888,2,27,1.35854,103.76453,2,56,2,1,20180829,0.08,3,334
74275888,1,7,1.31447,103.88699,3,125,6,1,20160729,0.03,3,103
23722617,1,7,1.31461,103.88635,3,99,5,13,20190806,0.34,84,70
31332187,4,32,1.39308,103.89924,2,35,3,1,20160531,0.03,1,0
74398985,1,15,1.33758,103.84477,2,40,1,0,-1,-1.0,1,0
46597036,1,21,1.32914,103.8506,2,49,1,4,20190806,0.24,1,160
5092893,1,35,1.35648,103.82829,3,199,2,48,20190609,1.43,2,271
8492007,1,21,1.32746,103.84685,3,218,10,3,20170202,0.08,203,365
74560015,1,7,1.31209,103.885,2,60,1,4,20161108,0.1,1,0
25753591,1,5,1.2876,103.82903,2,128,90,7,20180101,0.22,2,365
6492694,1,2,1.31376,103.7788,3,199,3,2,20160816,0.05,1,0
8492007,1,21,1.32093,103.85278,3,137,7,4,20170706,0.1,203,339
8492007,1,21,1.32414,103.8527,3,250,3,18,20180422,0.46,203,259
20870482,1,16,1.28161,103.83985,3,206,3,48,20190610,1.24,9,69
74752625,1,18,1.29595,103.82249,2,75,7,0,-1,-1.0,1,0
74790755,1,35,1.34679,103.84961,2,35,183,0,-1,-1.0,1,365
17526618,1,16,1.28304,103.84485,1,31,1,12,20180101,0.31,13,365
17526618,1,16,1.28453,103.84359,1,31,1,8,20190805,0.2,13,364
23722617,1,7,1.31313,103.88755,3,85,20,51,20181229,1.33,84,36
4432314,1,7,1.31301,103.88579,2,60,2,49,20170606,1.25,2,0
74937081,1,20,1.29718,103.87737,3,122,4,1,20170924,0.04,1,0
5022152,1,18,1.30004,103.81597,3,258,3,3,20170731,0.08,1,0
74980194,1,18,1.29378,103.82695,3,131,2,0,-1,-1.0,1,0
75010888,2,27,1.35506,103.76813,2,110,1,0,-1,-1.0,1,0
75013785,1,13,1.29906,103.89825,3,111,1,0,-1,-1.0,1,0
33414090,1,11,1.28817,103.79203,2,50,3,1,20160608,0.03,1,0
75177923,5,1,1.44388,103.80937,2,50,1,0,-1,-1.0,1,0
1439258,1,11,1.28143,103.7875,2,58,10,8,20190511,0.2,32,361
55362570,1,2,1.32453,103.77438,2,31,1,0,-1,-1.0,1,0
48825650,2,34,1.34156,103.73542,2,75,2,163,20190819,4.28,2,327
75539587,1,20,1.31249,103.85911,2,83,1,12,20190301,0.33,1,360
15503071,1,20,1.31492,103.85409,2,79,90,7,20170802,0.19,13,241
47894524,2,9,1.33878,103.70399,1,69,2,8,20180601,0.43,2,0
42182224,2,30,1.3799,103.76061,3,186,30,4,20170225,0.12,3,0
7080517,1,20,1.31883,103.86183,3,139,28,6,20190109,0.19,11,334
16741163,1,7,1.31501,103.90151,3,200,2,3,20160730,0.08,1,0
31645237,1,18,1.31331,103.82491,3,215,2,8,20170724,0.21,1,0
1439258,1,11,1.28156,103.78686,2,87,5,5,20190725,0.13,32,361
14427553,1,20,1.31063,103.85858,2,50,3,3,20171215,0.1,1,0
29355159,5,1,1.44457,103.80224,2,60,1,28,20190415,0.73,1,343
44411001,1,8,1.29625,103.83828,2,44,1,0,-1,-1.0,1,0
23722617,1,7,1.31314,103.88665,3,82,5,70,20190714,2.06,84,41
13716970,1,11,1.29193,103.80522,1,139,1,0,-1,-1.0,1,0
14326542,1,28,1.29925,103.84557,3,450,1,259,20190826,6.85,4,294
2413412,1,16,1.28388,103.84199,2,35,90,4,20170130,0.1,112,354
77033921,5,1,1.43115,103.78645,3,400,5,6,20170707,0.17,1,83
77033455,3,4,1.32064,103.92156,2,65,1,7,20190813,0.26,4,81
1192918,1,8,1.29629,103.83707,3,106,4,2,20160808,0.05,1,0
77249917,5,29,1.45146,103.81965,2,140,1,0,-1,-1.0,1,0
3073051,1,5,1.28443,103.83262,2,60,2,2,20160918,0.05,1,0
74275888,1,7,1.31335,103.8854,3,439,2,3,20170823,0.08,3,56
77677739,1,20,1.30763,103.86384,2,53,7,0,-1,-1.0,1,0
3863993,1,20,1.30872,103.86203,3,117,3,2,20161227,0.06,1,0
51503267,2,9,1.33929,103.70251,2,44,180,0,-1,-1.0,1,364
78041457,1,7,1.31732,103.88966,3,219,1,0,-1,-1.0,4,0
20454098,3,14,1.37112,103.94338,2,60,1,0,-1,-1.0,1,0
78080643,5,1,1.42752,103.77418,2,58,2,33,20181021,1.01,2,30
78080643,5,1,1.42582,103.77431,2,42,2,7,20190824,0.18,2,78
78041457,1,7,1.3162,103.89074,2,60,1,0,-1,-1.0,4,0
78041457,1,7,1.31754,103.89146,1,44,1,0,-1,-1.0,4,0
78041457,1,7,1.31653,103.89019,1,44,1,0,-1,-1.0,4,0
21386653,4,19,1.37058,103.89861,2,69,1,11,20170914,0.29,1,90
19098758,2,9,1.33805,103.72159,2,119,1,0,-1,-1.0,2,0
19098758,2,9,1.33805,103.72213,2,119,1,0,-1,-1.0,2,0
35445359,2,27,1.35795,103.75972,2,119,1,1,20160818,0.03,1,0
9944854,2,30,1.38106,103.75938,3,99,5,0,-1,-1.0,1,0
54548984,3,4,1.3162,103.91008,3,300,3,1,20160816,0.03,1,0
37557048,5,36,1.40572,103.83409,2,500,17,0,-1,-1.0,1,365
78957706,1,7,1.31582,103.88708,3,128,1,12,20180618,0.31,1,0
15503071,1,20,1.31539,103.85379,2,86,90,9,20171230,0.24,13,252
65526303,1,11,1.30439,103.78417,2,57,180,20,20170725,0.52,3,0
7604436,1,13,1.30674,103.89929,2,168,30,3,20161104,0.08,1,358
10802615,1,16,1.28012,103.84793,3,181,90,0,-1,-1.0,3,358
78069341,3,4,1.33373,103.91651,2,100,1,0,-1,-1.0,1,0
53686623,1,7,1.31563,103.88696,3,69,2,1,20160719,0.03,1,0
79489536,3,3,1.35517,103.95939,2,56,93,15,20170515,0.42,1,89
56351477,1,5,1.27495,103.83695,2,44,2,4,20170101,0.1,2,0
21859551,3,14,1.35514,103.9671,3,112,90,4,20180205,0.14,1,358
15503071,1,20,1.31352,103.85505,2,51,90,23,20190505,0.61,13,259
9453430,3,14,1.37389,103.94665,2,50,2,42,20190806,1.53,1,329
56683818,2,9,1.34287,103.70175,2,58,30,24,20190724,2.32,1,364
54796732,2,30,1.38113,103.758,2,75,1,0,-1,-1.0,1,0
80393016,1,8,1.29735,103.83482,2,85,2,1,20160711,0.03,1,0
47529686,4,19,1.34664,103.8825,2,44,15,0,-1,-1.0,2,0
76690273,2,40,1.4062,103.66547,3,60,180,2,20160707,0.05,1,364
80695251,1,20,1.31892,103.86357,2,78,4,1,20160721,0.03,1,0
80866672,1,11,1.28297,103.7822,3,124,1,0,-1,-1.0,1,0
9478518,1,18,1.31432,103.8054,2,62,30,0,-1,-1.0,1,0
23196627,1,20,1.31937,103.86668,2,85,90,63,20180420,1.65,1,364
1170341,1,18,1.293,103.82962,2,167,30,17,20180402,0.53,3,298
7080517,1,20,1.3171,103.86435,3,87,30,16,20190423,0.42,11,306
15032041,1,7,1.31474,103.89004,2,49,90,9,20171007,0.24,1,0
81655592,3,4,1.33034,103.92282,2,40,1,13,20190628,0.35,1,0
15503071,1,20,1.31392,103.85573,2,43,90,2,20170902,0.05,13,365
229339,1,5,1.28367,103.8306,3,97,2,1,20160713,0.03,26,329
82046926,1,8,1.29842,103.83542,3,181,180,3,20160828,0.08,1,0
15553995,3,4,1.3145,103.9065,2,51,1,4,20190806,0.31,8,271
65549406,3,3,1.34018,103.95014,3,100,30,0,-1,-1.0,2,208
28899200,1,35,1.353,103.83496,2,100,1,20,20190714,0.78,2,58
82588031,1,5,1.26504,103.8146,2,110,1,0,-1,-1.0,1,0
25996335,1,20,1.31373,103.85246,2,119,1,1,20161008,0.03,9,263
6954638,2,33,1.29461,103.76891,1,19,5,3,20180303,0.08,9,354
82725172,1,5,1.27291,103.8338,2,87,2,17,20190128,0.53,9,360
6954638,2,33,1.29396,103.76872,1,19,5,6,20190609,0.17,9,352
82760488,1,11,1.27873,103.7874,2,40,2,0,-1,-1.0,1,0
82768938,2,27,1.35205,103.75721,2,68,188,0,-1,-1.0,1,83
5486015,2,9,1.34335,103.71737,2,50,1,0,-1,-1.0,1,0
82725172,1,5,1.27474,103.83582,2,89,2,18,20190727,0.48,9,362
13527492,1,21,1.31345,103.84354,2,100,2,5,20160917,0.13,1,0
23722617,1,7,1.31364,103.88595,3,181,10,4,20190528,0.21,84,74
22551272,1,22,1.28003,103.85216,3,158,4,13,20190714,0.35,1,3
79995388,1,20,1.32459,103.87093,3,69,3,0,-1,-1.0,1,0
18330396,4,12,1.34842,103.87213,2,69,90,2,20170709,0.06,1,178
